order_id,customer_id,product_id,order_date,quantity,discount,payment_method,order_status
O004191,C00887,P0226,15-06-2024,2,20,Upi,Shipped
O004192,C01098,P0464,17-09-2024,2,0,Upi,Delivered
O004193,C01871,P0065,16-03-2025,3,20,Upi,Cancelled
O004194,C00128,P0179,15-01-2025,2,0,Card,Delivered
O004195,C00617,P0311,22-04-2025,2,20,Upi,Returned
O004196,C00794,P0139,08-05-2025,1,0,Upi,Cancelled
O004197,C00522,P0311,11-04-2025,2,20,Upi,Returned
O004198,C01143,P0397,31-12-2024,2,0,Upi,Returned
O004199,C01875,P0049,14-06-2025,2,10,Upi,Returned
O004200,C00403,P0190,28-11-2025,4,20,Cash,Delivered
O004201,C01196,P0168,20-02-2024,3,20,Card,Delivered
O004202,C00830,P0219,03-01-2025,1,10,Upi,Returned
O004203,C01403,P0495,24-12-2024,4,10,Cash,Shipped
O004204,C01745,P0076,16-03-2024,2,10,Upi,Delivered
O004205,C00316,P0088,07-10-2025,0,10,Upi,Returned
O004206,C00584,P0162,08-09-2025,1,0,Cash,Shipped
O004207,C01825,P0398,08-12-2024,2,20,Card,Shipped
O004208,C00525,P0109,28-01-2024,1,20,Upi,Delivered
O004209,C01364,P0387,31-07-2024,2,0,Card,Delivered
O004210,C00066,P0393,28-08-2024,4,20,Upi,Delivered
O004211,C01953,P0234,29-05-2024,1,10,Upi,Cancelled
O004212,C01911,P0186,13-08-2024,2,0,Cash,Delivered
O004213,C00909,P0208,07-09-2024,4,10,Card,Shipped
O004214,C01406,P0122,17-11-2024,3,110,Upi,Delivered
O004215,C01885,P0392,25-07-2024,2,0,Upi,Cancelled
O004216,C01772,P0284,29-09-2024,0,20,Cash,Delivered
O004217,C00278,P0322,28-06-2025,2,0,Cash,Delivered
O004218,C00395,P0497,17-02-2025,4,20,Card,Delivered
O004219,C01237,P0438,10-04-2025,2,0,Cash,Delivered
O004220,C00079,P0382,27-08-2024,0,0,Cash,Shipped
O004221,C00944,P0050,26-10-2025,0,10,Cash,Cancelled
O004222,C00881,P0049,19-10-2025,2,20,Upi,Delivered
O004223,C01784,P0023,29-02-2024,3,0,Card,Returned
O004224,C01676,P0293,07-01-2024,1,0,Upi,Returned
O004225,C00358,P0331,17-03-2024,1,110,Upi,Delivered
O004226,C00505,P0127,31-07-2024,2,10,Card,Shipped
O004227,C00589,P0044,27-06-2025,3,0,Upi,Shipped
O004228,C00899,P0202,24-11-2025,3,10,Cash,Shipped
O004229,C01911,P0139,29-04-2025,2,10,Upi,Delivered
O004230,C01053,P0082,30-09-2025,4,20,Cash,Delivered
O004231,C00694,P0115,05-06-2025,4,10,Cash,Returned
O004232,C01464,P0115,16-12-2024,1,20,Upi,Cancelled
O004233,C01333,P0069,04-04-2024,3,10,Card,Delivered
O004234,C00228,P0363,23-04-2025,0,110,Upi,Cancelled
O004235,C01324,P0337,30-03-2024,3,10,Upi,Delivered
O004236,C00027,P0441,18-03-2025,0,20,Card,Shipped
O004237,C00597,P0234,03-03-2024,2,0,Upi,Delivered
O004238,C01634,P0368,22-04-2025,2,110,Cash,Delivered
O004239,C00431,P0473,25-08-2025,2,110,Upi,Delivered
O004240,C00973,P0441,15-05-2024,4,10,Upi,Cancelled
O004241,C01468,P0090,10-08-2025,3,0,Card,Shipped
O004242,C00184,P0405,08-04-2025,2,110,Upi,Cancelled
O004243,C01484,P0011,03-02-2024,3,20,Cash,Returned
O004244,C00466,P0033,20-08-2024,0,20,Cash,Delivered
O004245,C00176,P0035,03-06-2024,4,15,Card,Cancelled
O004246,C00510,P0440,30-01-2025,2,0,Upi,Delivered
O004247,C00082,P0386,15-02-2025,2,20,Upi,Returned
O004248,C01726,P0095,11-01-2024,2,20,Upi,Shipped
O004249,C01235,P0352,22-06-2024,2,10,Upi,Delivered
O004250,C01791,P0349,11-03-2025,3,0,Cash,Delivered
O004251,C01551,P0500,10-10-2025,3,10,Upi,Shipped
O004252,C00874,P0117,13-09-2024,2,0,Card,Delivered
O004253,C01165,P0305,01-07-2025,2,20,Upi,Delivered
O004254,C01879,P0329,21-10-2025,1,10,Upi,Returned
O004255,C00411,P0381,30-07-2025,0,10,Cash,Returned
O004256,C01769,P0383,17-04-2024,3,0,Cash,Delivered
O004257,C01436,P0343,07-06-2025,1,0,Upi,Cancelled
O004258,C01190,P0117,25-02-2024,3,10,Upi,Delivered
O004259,C00806,P0074,23-03-2025,0,0,Upi,Cancelled
O004260,C00808,P0262,01-02-2024,1,20,Card,Delivered
O004261,C01865,P0108,15-01-2025,1,0,Card,Returned
O004262,C00588,P0079,18-04-2024,3,0,Cash,Delivered
O004263,C01471,P0062,29-07-2025,4,10,Card,Delivered
O004264,C00839,P0446,26-06-2024,2,10,Upi,Shipped
O004265,C01778,P0160,25-11-2024,2,20,Card,Delivered
O004266,C01666,P0116,01-03-2025,2,0,Card,Delivered
O004267,C01181,P0388,18-07-2025,2,0,Upi,Returned
O004268,C01831,P0116,30-11-2024,1,110,Upi,Returned
O004269,C00253,P0359,06-11-2025,1,0,Upi,Shipped
O004270,C01916,P0406,13-01-2025,3,10,Card,Returned
O004271,C01468,P0433,30-03-2025,0,0,Upi,Returned
O004272,C01100,P0262,06-08-2025,2,0,Upi,Shipped
O004273,C01283,P0106,30-07-2025,4,20,Upi,Delivered
O004274,C01136,P0223,14-03-2025,4,110,Upi,Returned
O004275,C01538,P0364,29-04-2025,4,10,Upi,Cancelled
O004276,C00825,P0468,27-03-2025,4,20,Upi,Cancelled
O004277,C01076,P0024,26-08-2024,2,0,Cash,Cancelled
O004278,C00498,P0220,18-11-2024,2,0,Upi,Delivered
O004279,C01123,P0062,04-03-2024,3,0,Cash,Shipped
O004280,C01390,P0078,04-07-2025,4,110,Cash,Delivered
O004281,C01379,P0013,22-12-2024,4,10,Cash,Cancelled
O004282,C01179,P0145,28-08-2025,1,0,Cash,Shipped
O004283,C00482,P0418,04-06-2024,2,0,Cash,Returned
O004284,C01272,P0134,14-09-2025,2,10,Upi,Shipped
O004285,C01112,P0309,24-02-2025,2,0,Upi,Delivered
O004286,C01089,P0218,26-11-2024,4,20,Upi,Returned
O004287,C01767,P0329,11-12-2024,3,10,Upi,Returned
O004288,C00228,P0399,18-07-2024,0,0,Cash,Delivered
O004289,C00596,P0299,05-04-2025,4,10,Upi,Delivered
O004290,C01791,P0267,20-03-2025,1,110,Upi,Shipped
O004291,C00596,P0426,09-04-2024,0,0,Upi,Shipped
O004292,C01805,P0339,16-04-2025,3,10,Upi,Returned
O004293,C00700,P0039,23-06-2025,4,10,Upi,Cancelled
O004294,C00296,P0414,31-10-2024,0,0,Upi,Shipped
O004295,C00899,P0339,01-11-2025,3,0,Card,Shipped
O004296,C01875,P0138,12-04-2024,2,0,Card,Shipped
O004297,C00456,P0411,18-01-2024,3,0,Upi,Returned
O004298,C00483,P0332,26-03-2024,2,110,Card,Returned
O004299,C01083,P0381,26-08-2024,2,10,Upi,Cancelled
O004300,C01953,P0093,13-06-2025,1,20,Upi,Delivered
O004301,C00986,P0090,10-05-2025,2,20,Cash,Delivered
O004302,C00650,P0300,06-07-2024,1,20,Upi,Delivered
O004303,C01813,P0354,28-04-2024,3,20,Card,Delivered
O004304,C01940,P0383,16-04-2024,2,0,Cash,Cancelled
O004305,C01316,P0055,12-06-2024,2,110,Upi,Delivered
O004306,C00294,P0407,18-07-2025,3,110,Card,Returned
O004307,C01618,P0017,23-04-2025,0,20,Upi,Returned
O004308,C00141,P0117,31-10-2025,3,110,Cash,Cancelled
O004309,C00374,P0173,27-04-2025,0,10,Cash,Cancelled
O004310,C00719,P0072,21-02-2024,0,0,Upi,Delivered
O004311,C00400,P0228,18-02-2025,0,110,Upi,Shipped
O004312,C00300,P0476,06-05-2025,2,10,Card,Returned
O004313,C01950,P0392,03-04-2024,0,0,Upi,Cancelled
O004314,C01268,P0187,01-08-2024,3,20,Card,Returned
O004315,C01683,P0400,17-08-2024,1,20,Upi,Delivered
O004316,C01017,P0207,24-09-2024,1,10,Cash,Returned
O004317,C00666,P0049,14-11-2024,1,10,Cash,Delivered
O004318,C01143,P0176,03-08-2025,2,10,Card,Delivered
O004319,C00287,P0272,05-07-2025,2,20,Card,Returned
O004320,C01534,P0246,01-09-2024,0,20,Cash,Cancelled
O004321,C00031,P0430,27-08-2024,2,0,Cash,Returned
O004322,C01473,P0437,05-04-2024,0,10,Card,Delivered
O004323,C01056,P0059,03-11-2024,3,10,Upi,Delivered
O004324,C01117,P0401,09-04-2024,2,110,Card,Cancelled
O004325,C01899,P0298,06-11-2025,2,0,Cash,Delivered
O004326,C01614,P0343,10-03-2025,4,15,Upi,Cancelled
O004327,C01753,P0237,01-05-2024,0,20,Upi,Cancelled
O004328,C01872,P0410,29-09-2025,2,0,Cash,Cancelled
O004329,C99999,P0403,01-09-2024,2,0,Card,Delivered
O004330,C01000,P0186,16-10-2024,2,20,Cash,Cancelled
O004331,C01082,P0123,02-08-2025,0,0,Cash,Shipped
O004332,C00927,P0143,15-07-2024,2,10,Cash,Returned
O004333,C01238,P0182,26-07-2024,2,20,Upi,Shipped
O004334,C01923,P0095,01-05-2024,0,110,Card,Cancelled
O004335,C00733,P0026,04-09-2025,0,20,Upi,Delivered
O004336,C00267,P0407,15-04-2025,1,0,Upi,Returned
O004337,C00210,P0104,29-10-2025,2,0,Upi,Cancelled
O004338,C01602,P0163,23-02-2025,2,10,Upi,Shipped
O004339,C01654,P0312,30-07-2024,1,0,Card,Returned
O004340,C01793,P0383,01-06-2025,4,20,Upi,Returned
O004341,C00921,P0026,24-12-2024,0,10,Upi,Delivered
O004342,C01146,P0142,11-09-2024,2,10,Upi,Delivered
O004343,C00041,P0040,09-11-2024,0,110,Upi,Delivered
O004344,C00490,P0126,29-04-2024,1,10,Upi,Delivered
O004345,C00756,P0181,07-10-2024,0,110,Cash,Shipped
O004346,C01833,P0035,25-05-2024,2,20,Upi,Cancelled
O004347,C01455,P0211,29-05-2025,1,20,Upi,Delivered
O004348,C00642,P0145,24-12-2024,4,20,Cash,Returned
O004349,C01674,P0125,26-02-2024,2,20,Cash,Cancelled
O004350,C01779,P0476,06-10-2024,0,0,Cash,Shipped
O004351,C01667,P0092,12-06-2024,3,20,Cash,Returned
O004352,C01772,P0466,12-04-2025,0,10,Cash,Returned
O004353,C01550,P0172,12-11-2025,1,20,Upi,Cancelled
O004354,C01282,P0203,04-06-2024,2,20,Upi,Cancelled
O004355,C01969,P0305,14-05-2025,2,10,Upi,Shipped
O004356,C01916,P0197,08-07-2024,0,110,Card,Returned
O004357,C01547,P0418,13-04-2024,1,10,Card,Returned
O004358,C00263,P0119,07-01-2025,2,0,Card,Delivered
O004359,C00209,P0217,22-10-2025,1,10,Upi,Cancelled
O004360,C00669,P0011,28-06-2025,3,20,Cash,Cancelled
O004361,C01605,P0490,31-10-2025,2,20,Upi,Returned
O004362,C01654,P0019,11-06-2025,2,20,Upi,Delivered
O004363,C00106,P0468,31-03-2024,0,10,Cash,Delivered
O004364,C01464,P0165,12-07-2025,3,10,Cash,Cancelled
O004365,C00424,P0498,13-08-2024,3,0,Upi,Shipped
O004366,C01531,P0163,02-11-2025,2,0,Upi,Delivered
O004367,C00655,P0403,16-11-2024,2,0,Card,Delivered
O004368,C00432,P0292,06-06-2024,2,0,Card,Delivered
O004369,C00123,P0470,13-04-2024,3,20,Cash,Cancelled
O004370,C01768,P0482,27-06-2025,2,10,Upi,Delivered
O004371,C00717,P0003,04-05-2025,4,110,Card,Delivered
O004372,C01618,P0401,19-10-2025,1,110,Upi,Shipped
O004373,C01636,P0113,28-05-2024,0,110,Card,Cancelled
O004374,C01800,P0449,06-03-2025,2,0,Upi,Shipped
O004375,C01894,P0027,23-11-2024,3,10,Upi,Shipped
O004376,C00365,P0356,18-04-2025,1,0,Upi,Delivered
O004377,C01640,P0268,23-01-2024,1,20,Upi,Cancelled
O004378,C00471,P0340,19-03-2024,4,110,Upi,Returned
O004379,C00188,P0007,25-06-2025,2,20,Upi,Cancelled
O004380,C00747,P0296,15-01-2025,0,110,Card,Shipped
O004381,C01999,P0272,04-03-2024,2,110,Upi,Delivered
O004382,C01342,P0289,01-10-2025,4,15,Card,Delivered
O004383,C01412,P0314,15-10-2025,4,15,Card,Delivered
O004384,C00280,P0451,20-05-2024,1,110,Upi,Cancelled
O004385,C00127,P0354,25-01-2025,2,10,Upi,Shipped
O004386,C00371,P0286,17-01-2025,0,20,Upi,Returned
O004387,C00991,P0461,24-08-2024,1,20,Card,Cancelled
O004388,C01694,P0207,30-05-2025,2,0,Card,Returned
O004389,C01064,P0200,09-06-2025,3,110,Cash,Delivered
O004390,C00141,P0308,27-09-2025,3,110,Upi,Delivered
O004391,C00646,P0168,19-10-2024,1,0,Upi,Returned
O004392,C00571,P0449,05-09-2024,3,0,Upi,Delivered
O004393,C00062,P0094,19-07-2025,2,110,Cash,Delivered
O004394,C00335,P0079,30-01-2024,2,0,Upi,Delivered
O004395,C00992,P0171,12-07-2025,3,0,Upi,Delivered
O004396,C00640,P0430,08-09-2024,0,20,Upi,Delivered
O004397,C00090,P0344,08-04-2025,1,10,Upi,Returned
O004398,C01693,P0449,08-10-2025,1,0,Cash,Shipped
O004399,C00562,P0365,19-02-2024,1,0,Cash,Delivered
O004400,C00367,P0354,18-12-2024,1,10,Upi,Delivered
O004401,C00248,P0033,27-03-2025,0,10,Upi,Cancelled
O004402,C01245,P0421,09-09-2024,1,110,Upi,Cancelled
O004403,C00281,P0206,02-02-2025,3,20,Upi,Returned
O004404,C01368,P0133,20-05-2024,0,10,Upi,Delivered
O004405,C01847,P0396,22-05-2025,2,110,Cash,Shipped
O004406,C00361,P0116,20-11-2025,2,110,Card,Delivered
O004407,C01789,P0291,21-03-2024,2,10,Upi,Delivered
O004408,C01509,P0458,04-08-2025,3,10,Cash,Returned
O004409,C00257,P0064,28-02-2025,2,0,Cash,Delivered
O004410,C01493,P0132,09-02-2024,2,10,Card,Delivered
O004411,C00525,P0421,30-04-2025,3,10,Upi,Delivered
O004412,C00733,P0281,14-07-2024,1,0,Card,Delivered
O004413,C01603,P0350,30-10-2025,2,0,Upi,Returned
O004414,C01010,P0065,14-07-2025,4,15,Upi,Returned
O004415,C01346,P0437,09-08-2025,3,20,Upi,Delivered
O004416,C00889,P0468,20-07-2025,1,0,Upi,Delivered
O004417,C01337,P0178,26-08-2024,2,0,Card,Delivered
O004418,C01674,P0092,09-11-2024,2,20,Cash,Shipped
O004419,C00828,P0037,03-08-2024,4,15,Cash,Delivered
O004420,C00573,P0153,11-06-2025,3,110,Upi,Returned
O004421,C01670,P0491,16-11-2024,1,10,Card,Delivered
O004422,C01118,P0364,09-01-2024,0,10,Upi,Delivered
O004423,C00605,P0379,04-04-2025,3,0,Upi,Delivered
O004424,C01384,P0487,02-06-2024,0,110,Card,Returned
O004425,C00510,P0025,22-10-2024,1,10,Card,Cancelled
O004426,C01735,P0410,19-02-2024,1,10,Card,Returned
O004427,C00061,P0236,14-11-2025,2,10,Upi,Cancelled
O004428,C01777,P0166,11-07-2025,4,10,Upi,Returned
O004429,C00223,P0132,09-08-2024,2,0,Cash,Delivered
O004430,C00483,P0186,31-01-2024,1,20,Upi,Cancelled
O004431,C01906,P0055,01-06-2024,2,0,Cash,Shipped
O004432,C01987,P9999,04-04-2024,2,0,Upi,Returned
O004433,C00987,P0304,03-10-2025,3,10,Upi,Shipped
O004434,C00996,P0468,21-05-2025,2,0,Upi,Cancelled
O004435,C01088,P0365,18-05-2024,0,20,Cash,Returned
O004436,C00057,P0499,14-06-2024,0,0,Card,Shipped
O004437,C01320,P0058,25-03-2025,1,20,Cash,Delivered
O004438,C00465,P0130,08-08-2024,3,10,Upi,Returned
O004439,C01902,P0081,14-04-2024,4,10,Cash,Delivered
O004440,C00246,P0174,29-12-2024,2,20,Upi,Delivered
O004441,C00110,P0224,15-04-2025,3,110,Upi,Delivered
O004442,C01472,P0143,03-05-2024,2,110,Upi,Delivered
O004443,C01010,P0340,16-02-2024,0,0,Card,Shipped
O004444,C01613,P0100,19-12-2024,3,20,Cash,Cancelled
O004445,C01544,P0031,02-08-2025,1,0,Upi,Delivered
O004446,C00349,P0093,28-11-2025,1,110,Cash,Delivered
O004447,C00594,P0265,05-03-2025,4,20,Card,Delivered
O004448,C01489,P0164,22-09-2024,2,0,Cash,Delivered
O004449,C01913,P0465,24-03-2025,4,110,Upi,Delivered
O004450,C01978,P0319,13-04-2024,3,110,Upi,Cancelled
O004451,C00053,P0377,29-06-2025,1,20,Upi,Shipped
O004452,C01234,P0210,24-08-2025,1,10,Card,Cancelled
O004453,C01494,P0178,09-06-2025,2,20,Card,Cancelled
O004454,C00123,P0190,30-03-2024,2,10,Upi,Shipped
O004455,C00778,P0160,04-12-2024,2,0,Upi,Returned
O004456,C00735,P0061,05-12-2024,2,0,Cash,Returned
O004457,C00500,P0332,22-04-2024,4,15,Upi,Cancelled
O004458,C00949,P0102,31-07-2025,1,0,Upi,Shipped
O004459,C01200,P0340,25-05-2024,3,0,Card,Cancelled
O004460,C00494,P0085,29-01-2025,0,110,Cash,Cancelled
O004461,C01507,P0050,26-08-2025,3,0,Cash,Shipped
O004462,C00717,P0302,02-09-2024,1,0,Upi,Shipped
O004463,C01782,P0173,17-11-2024,1,0,Upi,Delivered
O004464,C01440,P0373,06-07-2024,3,0,Upi,Returned
O004465,C01183,P0500,13-09-2025,0,0,Upi,Shipped
O004466,C00759,P0303,13-08-2025,2,10,Upi,Cancelled
O004467,C01833,P0425,11-05-2024,1,20,Upi,Returned
O004468,C00909,P0030,04-12-2024,3,110,Card,Delivered
O004469,C01232,P0130,07-03-2025,2,0,Upi,Cancelled
O004470,C00305,P0315,10-10-2025,0,110,Upi,Delivered
O004471,C01129,P0038,02-01-2024,4,110,Cash,Returned
O004472,C00715,P0076,10-06-2024,0,110,Cash,Cancelled
O004473,C00505,P0136,13-07-2024,1,20,Card,Returned
O004474,C00663,P0491,16-04-2024,2,0,Upi,Shipped
O004475,C00093,P0476,17-07-2025,2,20,Upi,Delivered
O004476,C01076,P0138,18-11-2024,3,10,Upi,Cancelled
O004477,C00087,P0184,05-08-2024,4,15,Card,Returned
O004478,C01277,P0076,03-05-2024,2,10,Upi,Shipped
O004479,C01741,P0253,07-01-2024,2,10,Upi,Cancelled
O004480,C01786,P0352,02-03-2024,2,0,Card,Delivered
O004481,C01959,P0067,31-03-2024,2,10,Upi,Returned
O004482,C00923,P0229,06-06-2025,3,10,Upi,Delivered
O004483,C01129,P0460,19-02-2025,3,0,Upi,Returned
O004484,C00380,P0304,16-06-2025,3,20,Cash,Delivered
O004485,C01453,P0199,26-01-2024,3,0,Card,Delivered
O004486,C00162,P0221,30-11-2025,0,0,Card,Returned
O004487,C01776,P0247,27-09-2024,2,110,Upi,Delivered
O004488,C00929,P0495,15-02-2024,2,110,Card,Shipped
O004489,C00980,P0057,16-04-2025,2,0,Cash,Shipped
O004490,C00120,P0123,31-05-2024,3,110,Upi,Returned
O004491,C00006,P0284,10-07-2024,0,0,Card,Delivered
O004492,C01273,P0489,07-07-2024,3,10,Cash,Cancelled
O004493,C00868,P0307,12-10-2024,0,20,Upi,Delivered
O004494,C00782,P0130,19-11-2025,2,20,Card,Cancelled
O004495,C00786,P0364,15-06-2024,3,20,Upi,Cancelled
O004496,C00793,P0155,14-07-2024,3,10,Card,Cancelled
O004497,C00923,P0302,16-08-2024,2,110,Cash,Delivered
O004498,C00374,P0442,24-06-2024,0,0,Upi,Cancelled
O004499,C00491,P0298,22-08-2024,0,0,Card,Delivered
O004500,C00635,P0056,27-01-2024,1,0,Cash,Shipped
O004501,C01305,P0176,21-02-2025,2,10,Upi,Returned
O004502,C00748,P0096,17-11-2024,3,10,Upi,Cancelled
O004503,C00208,P0150,22-02-2025,1,20,Cash,Returned
O004504,C01385,P0127,26-08-2024,0,20,Cash,Returned
O004505,C00685,P0278,24-11-2024,0,0,Upi,Cancelled
O004506,C00584,P0261,15-11-2024,1,10,Cash,Shipped
O004507,C01917,P0337,06-05-2025,2,110,Card,Returned
O004508,C01940,P0423,20-06-2024,2,20,Card,Returned
O004509,C00070,P0175,04-01-2024,2,0,Card,Returned
O004510,C00697,P0407,16-06-2024,3,110,Upi,Cancelled
O004511,C00159,P0191,23-04-2025,2,0,Upi,Shipped
O004512,C00292,P0442,27-07-2024,3,10,Upi,Cancelled
O004513,C00154,P0109,02-06-2025,2,0,Upi,Shipped
O004514,C00910,P0032,22-02-2024,3,20,Upi,Returned
O004515,C01224,P0010,04-11-2024,4,110,Upi,Delivered
O004516,C01270,P0048,30-05-2025,1,20,Cash,Delivered
O004517,C00191,P0081,01-12-2024,1,20,Upi,Delivered
O004518,C01614,P0465,06-01-2025,1,110,Cash,Shipped
O004519,C01014,P0022,10-08-2025,0,20,Upi,Cancelled
O004520,C00301,P0108,04-04-2024,2,0,Upi,Delivered
O004521,C00068,P0317,28-11-2025,1,0,Upi,Cancelled
O004522,C00718,P0397,22-09-2025,4,10,Cash,Delivered
O004523,C00736,P0219,20-04-2024,1,20,Card,Cancelled
O004524,C00281,P0293,24-02-2025,2,0,Cash,Shipped
O004525,C01734,P0372,01-11-2025,0,20,Upi,Shipped
O004526,C01033,P0347,02-07-2025,2,0,Upi,Cancelled
O004527,C00881,P0307,15-03-2025,2,10,Card,Delivered
O004528,C01325,P0380,13-01-2025,2,10,Upi,Delivered
O004529,C00575,P0277,02-09-2024,2,0,Upi,Delivered
O004530,C00211,P0142,01-10-2024,3,20,Upi,Returned
O004531,C00700,P0072,26-12-2024,2,0,Upi,Returned
O004532,C01190,P0002,28-07-2024,2,20,Card,Returned
O004533,C01606,P0027,14-05-2024,1,0,Upi,Returned
O004534,C01213,P0246,20-05-2025,0,0,Cash,Cancelled
O004535,C00977,P0121,17-05-2025,2,10,Card,Delivered
O004536,C00922,P0242,05-08-2024,1,0,Card,Delivered
O004537,C01361,P0050,28-09-2025,4,15,Card,Cancelled
O004538,C00395,P0343,19-02-2024,4,15,Upi,Returned
O004539,C00066,P0186,11-08-2024,0,10,Upi,Returned
O004540,C00843,P0304,07-03-2024,3,20,Card,Delivered
O004541,C00040,P0495,13-06-2024,1,0,Upi,Returned
O004542,C00363,P0149,23-08-2024,4,110,Card,Delivered
O004543,C01747,P0303,22-06-2025,2,20,Upi,Returned
O004544,C00258,P0079,16-09-2024,3,10,Upi,Delivered
O004545,C01114,P0327,29-07-2024,2,10,Upi,Delivered
O004546,C01374,P0419,27-10-2025,2,0,Upi,Delivered
O004547,C01795,P0444,15-06-2024,4,110,Upi,Shipped
O004548,C01890,P0419,12-08-2024,4,15,Upi,Delivered
O004549,C01920,P0115,23-09-2025,1,0,Upi,Cancelled
O004550,C01576,P0432,23-07-2025,2,10,Cash,Returned
O004551,C01766,P0056,08-10-2025,4,10,Cash,Shipped
O004552,C00439,P0007,11-11-2024,0,10,Cash,Returned
O004553,C00259,P0009,10-02-2025,3,10,Cash,Delivered
O004554,C00612,P0276,18-12-2024,0,20,Card,Cancelled
O004555,C01060,P0388,26-08-2024,1,0,Upi,Returned
O004556,C01420,P0486,30-03-2025,3,20,Cash,Cancelled
O004557,C01121,P0423,22-10-2024,0,10,Upi,Shipped
O004558,C01780,P0312,03-11-2024,4,10,Upi,Shipped
O004559,C00654,P0233,29-08-2024,1,10,Card,Shipped
O004560,C01797,P0305,12-01-2025,1,110,Upi,Returned
O004561,C00828,P0386,26-09-2024,3,0,Upi,Delivered
O004562,C01169,P0132,04-08-2025,0,20,Card,Delivered
O004563,C00022,P0377,11-05-2025,0,10,Cash,Shipped
O004564,C01858,P0463,27-12-2024,3,110,Card,Returned
O004565,C01326,P0233,28-07-2024,1,0,Upi,Delivered
O004566,C01845,P0008,23-05-2025,2,0,Upi,Delivered
O004567,C00870,P0230,10-11-2025,1,0,Cash,Shipped
O004568,C01319,P0123,05-07-2025,2,0,Cash,Returned
O004569,C00889,P0432,24-04-2024,3,0,Upi,Delivered
O004570,C01530,P0309,04-04-2025,1,10,Upi,Cancelled
O004571,C00927,P0038,18-05-2024,3,20,Upi,Delivered
O004572,C01381,P0157,19-11-2025,2,20,Upi,Cancelled
O004573,C00200,P0241,07-04-2024,4,110,Cash,Delivered
O004574,C01950,P0242,12-03-2024,3,10,Upi,Delivered
O004575,C00848,P0463,24-04-2025,1,0,Cash,Shipped
O004576,C00382,P0365,15-11-2024,3,20,Upi,Delivered
O004577,C01860,P0298,03-01-2025,1,0,Upi,Delivered
O004578,C01241,P0324,17-03-2024,3,0,Cash,Shipped
O004579,C01500,P0127,15-08-2025,2,20,Cash,Returned
O004580,C01073,P0132,09-11-2025,2,10,Upi,Cancelled
O004581,C01290,P0158,19-09-2025,4,20,Upi,Cancelled
O004582,C00464,P0005,22-12-2024,2,0,Card,Delivered
O004583,C00972,P0098,08-11-2025,2,20,Upi,Delivered
O004584,C00796,P0065,21-04-2024,0,20,Cash,Cancelled
O004585,C00637,P0264,04-02-2025,3,10,Card,Returned
O004586,C00002,P0149,19-09-2025,2,0,Card,Shipped
O004587,C00713,P0360,01-04-2025,2,110,Card,Returned
O004588,C01966,P0046,27-11-2025,0,0,Card,Shipped
O004589,C01820,P0389,24-08-2025,2,0,Cash,Returned
O004590,C00785,P0216,22-06-2024,2,10,Cash,Shipped
O004591,C00601,P0260,05-03-2024,2,10,Upi,Shipped
O004592,C01093,P0356,15-01-2025,2,20,Upi,Shipped
O004593,C01743,P0096,12-02-2024,2,20,Upi,Shipped
O004594,C00805,P0275,13-04-2025,1,10,Upi,Delivered
O004595,C00366,P0284,11-08-2025,0,10,Upi,Cancelled
O004596,C00724,P0406,23-11-2024,2,10,Upi,Cancelled
O004597,C00823,P0323,02-03-2025,3,0,Upi,Returned
O004598,C00992,P0264,31-03-2025,2,0,Cash,Cancelled
O004599,C00505,P0289,10-05-2025,4,20,Upi,Cancelled
O004600,C01719,P0483,29-06-2024,2,20,Card,Returned
O004601,C00398,P0350,28-08-2024,0,20,Cash,Cancelled
O004602,C00606,P0439,15-08-2025,3,0,Upi,Returned
O004603,C01749,P0274,08-03-2024,0,0,Card,Delivered
O004604,C01799,P0246,18-10-2024,3,110,Upi,Delivered
O004605,C00487,P0345,20-04-2024,4,15,Cash,Returned
O004606,C01068,P0105,27-07-2025,2,10,Card,Delivered
O004607,C00948,P0493,05-03-2025,2,0,Card,Shipped
O004608,C01252,P0199,01-02-2024,4,15,Upi,Shipped
O004609,C00321,P0021,06-07-2024,4,110,Cash,Cancelled
O004610,C01596,P0039,20-07-2024,0,0,Card,Delivered
O004611,C01765,P0242,18-10-2025,4,110,Card,Shipped
O004612,C00077,P0012,07-09-2024,1,20,Upi,Cancelled
O004613,C00211,P0244,29-11-2025,2,0,Upi,Cancelled
O004614,C01569,P0224,05-06-2024,1,20,Cash,Cancelled
O004615,C00762,P0137,15-03-2025,0,0,Card,Returned
O004616,C00326,P0174,27-05-2024,2,10,Upi,Shipped
O004617,C01901,P0430,19-07-2025,2,0,Upi,Cancelled
O004618,C00888,P0423,21-01-2025,2,10,Upi,Delivered
O004619,C01141,P0438,09-03-2025,0,110,Upi,Shipped
O004620,C00445,P0427,27-11-2024,0,0,Upi,Shipped
O004621,C00874,P0448,07-03-2024,0,10,Cash,Returned
O004622,C01827,P0062,25-09-2024,0,0,Upi,Delivered
O004623,C00988,P0161,05-04-2024,2,0,Upi,Delivered
O004624,C00589,P0075,11-03-2024,4,15,Upi,Cancelled
O004625,C01528,P0144,25-11-2025,0,110,Upi,Delivered
O004626,C00692,P0353,12-02-2025,3,110,Upi,Cancelled
O004627,C00128,P0481,09-03-2025,4,15,Cash,Delivered
O004628,C01898,P0243,02-05-2024,1,0,Upi,Returned
O004629,C00787,P0173,17-03-2025,1,110,Cash,Cancelled
